Actual,Predicted_60_RF,Predicted_60_OLS,Predicted_80_OLS,Predicted_80_RF
25495,21558.27,15872.55815,27150.88887,20134.11
47998,34350.65,39415.39417,41622.12154,37355.59
25350,18140.22,19728.18971,24282.55192,24310.06
14267,18230.7,18566.79257,17248.75287,17697.56
38995,25538.98,25280.50647,33731.96719,37864.07
25950,27967.58,32366.1215,34231.29071,30835.18
21995,30161.54,24953.9923,23838.85561,21984.16
21900,28002.73,30039.9608,16150.1189,18693.86
12988,11197.63,16068.87728,15431.41895,8680.39
16969,10083.7,11275.80419,18742.20296,10052.66
18991,27181.76,23264.23456,17061.46676,15901.73
17495,15549.7,13907.36309,14916.86675,15691.64
39794,44564.73,35303.36636,35000.59161,38910.37
16000,25139.74,24051.29144,22559.05498,22355.48
16988,13650.3,13703.87963,12478.27459,13808.16
12695,12495.92,11712.72432,11005.00774,11870.7
15960,19290.46,19153.72109,17998.80009,16148.05
41800,16677.12,21153.3194,46667.69199,42859.3
22988,14021.74,14231.57297,27146.51352,24274.37
12774,19532.41,18958.42249,16942.50817,15204.74
18990,24026.79,23450.32371,19693.69137,17604.64
8699,8273.16,5445.605588,9066.576909,9146.13
33249,41854.83,32092.9383,33112.23721,32733.09
15695,12552.77,14401.4153,16524.26886,17677.19
17995,14067.45,12844.08113,20812.89285,14119.72
4600,10369.88,32.93601028,3880.738025,5267.49
18899,22066.75,21397.82197,22394.49418,19015.86
5996,16654.38,21144.83578,14072.34562,19512.43
32950,29291.27,29532.78245,40029.42331,32636.37
2995,5942.74,1846.388821,635.9752721,4727.29
47951,40537.78,36130.22206,46835.53619,47025.27
3495,12039.71,3513.199796,-1895.966828,4537.33
14095,16299.74,22191.04021,14401.1306,13280.9
8474,14062.23,9029.740815,10342.30315,10550.1
7995,8685.59,17605.18412,10579.02718,9178.62
27980,17312.02,22277.26764,28707.38038,28491.22
23985,21145.86,20002.67826,23430.59826,22229.6
23980,25323.61,27497.65491,28424.82129,25331.11
52200,37705.13,38235.122,41007.22535,41385.21
17660,23496.06,23248.02441,21072.38038,19506.8
41659,38709.34,37402.63196,38007.50623,37935.62
13979,18363.99,16995.47346,12977.68192,14025.7
35995,19414.45,22421.84789,35751.92926,34956.11
17388,18795.51,22456.97354,16627.80595,15566.7
13498,16952.38,21131.92499,14420.23236,15444.85
8800,10683.47,11172.97015,11516.87836,10761.72
44998,41545.96,34938.15772,36994.1948,35438.48
23888,18014.9,20857.33267,22132.5255,22282.99
26000,12317.63,18486.81569,11368.16212,10544.08
21871,27009.58,22170.49266,21474.06049,20957.9
15900,13537.41,16799.0228,14886.91902,14566.76
10899,18943.64,14908.14199,12521.75508,11444.23
41300,36276.8,35180.3015,35424.54801,35912.31
20999,21384.47,22807.14847,19594.02443,18662.55
30991,30753.6,24719.9068,32609.11235,32677.86
47901,33693.43,32722.69108,45180.90686,36022.83
17894,18459.08,23441.50995,20270.7335,19639.97
14835,21990.64,20348.45332,18529.41455,16036.91
18412,16901.92,22530.85584,22387.70073,18504.28
20375,25372.65,26498.07767,22174.75613,22286.56
45997,26114.43,24726.05919,38161.44819,37997.28
8688,15393.6,15754.54474,5223.420175,10687.13
16000,28920.87,25163.62762,17571.1515,19694.92
42400,20803.88,22665.58125,33758.43325,32869.38
12992,21903.2,24621.22647,12679.84409,13475.24
33000,30583.28,29746.78556,31806.45633,29932.38
11995,21605.54,18124.22254,10718.32857,11460.14
12395,9533.37,6269.251215,6845.828024,9037.54
14895,11035.72,10892.1255,18227.53876,10672.71
12698,14810,21866.00397,18273.39531,16115.87
19990,23539.27,24136.58437,23759.22202,21495.03
19530,24208.69,21962.19245,18811.09389,20018.06
9998,14485.06,25812.85064,23808.22859,11635.53
46888,47140.08,36633.09654,38930.20297,52452.91
32888,35969.14,29357.6044,30816.81991,28982.87
11993,14201.8,17605.22139,12426.46534,10578.41
8490,10159.5,10823.69983,11003.23705,11463.24
13992,10808.95,7393.143264,14697.59673,10486.98
10000,8762.38,16281.78317,12354.52791,9716.41
14755,21566.84,22421.72715,17265.51826,14192.9
10897,15977.94,17774.22159,10626.64827,12950.56
27841,32869.48,34151.64487,34903.53991,38654.32
52372,18739.54,20279.37165,51332.1263,15771.55
15500,16462.7,20625.67376,16113.00508,16000.13
10988,11548.44,11521.02037,9779.808358,11879.71
10495,10153.67,8059.790471,11540.44725,6782.74
16994,25371.28,19674.48826,19062.87115,14555.75
21500,19227.73,21752.1882,21226.3341,19457.85
14900,17056.39,17493.645,14993.54652,14852.02
33990,30540.54,33305.47066,34157.6136,33801.6
19987,9513.54,10704.96517,23498.42573,11150.84
26991,16013.32,21661.09797,29832.96904,29583.87
20998,15411.88,17830.11442,23097.74235,24297.59
10992,15475.75,15335.21276,11518.2377,14349.05
13487,14402.42,16363.84836,13974.84155,13971.77
16794,13557.13,14370.8205,15753.91075,14502.75
14486,10382.51,8046.20519,19181.0652,11566.48
16900,15884.79,19048.40765,28825.86245,15036.62
7991,12903.67,9039.32065,6156.539481,8921.13
26999,21134.62,23986.03348,32483.09212,34315.53
15000,7994.48,10014.97259,17762.25511,12911.63
16950,22051.53,22318.0545,22512.78826,19616.91
32908,28390.61,26034.43731,31048.80346,26476.24
24900,21429.19,22670.30887,26603.87787,27198.43
23982,23306.52,27764.31317,24449.54939,24613.79
11726,6323.44,5135.500164,11378.77956,8158.88
2987,7069.49,6042.926245,5652.283584,5786.12
35991,36596.58,31289.69307,32964.9531,37871.64
17497,19493.84,23138.92323,16988.12809,17290.22
15977,17328.88,19554.12262,21619.25483,13106.39
13389,20236.07,22618.46608,16181.97217,14653.69
1850,10616.92,15309.7682,1860.462811,5160.08
70981,69236.11,66748.80071,65526.64128,69991.71
4995,12073.79,9014.490815,6775.284003,8635.56
27417,23264.58,18976.7817,24535.07264,26645.27
7990,10324.23,9577.5606,8192.211068,7124.58
35990,25626.78,26539.55335,34194.86396,34342.31
24730,34903.01,31701.58154,30002.59802,31102.14
8995,7682.45,11712.65516,6160.072303,5882.5
29795,20935.83,22320.05398,25224.20918,25850.48
12800,21140,21816.74575,14655.05048,13134.52
13000,12593.94,12419.65063,13135.18932,12753.93
17795,22445.87,23909.97889,21687.98806,21290.35
24991,13564.59,14088.22593,29920.275,19196.25
10799,12759.33,10228.09763,12787.2571,11305.3
17467,16413.7,19615.07626,16557.32336,17668.64
15597,16661.65,22616.01262,21973.09993,18563.12
14798,20587.66,20844.18761,15223.82263,14473.86
46998,15827.78,17362.65672,49879.2575,22235.86
15162,19687.8,21773.33576,19960.1349,18437.13
30000,42536.1,32457.6248,30527.36991,33982.57
14000,16139.78,18726.03984,17063.75344,15662.8
17890,20459.9,22077.47786,20808.89994,17091.32
10496,11740.73,11681.17139,10050.20893,12408.16
13500,16646.42,24462.31346,16329.73701,20485.15
23800,20813.54,26098.00154,22400.40576,22224.76
16697,13353.56,16809.8726,18406.05562,16627.42
23500,17810.25,20822.9216,25447.50302,17199.38
8982,13438.96,14109.84922,4423.534289,11236.2
25995,30448.12,30240.89109,31096.80984,31423.19
14500,21312.29,20166.06006,14185.74829,16185.57
30995,30683.58,30387.70654,31640.47947,33680.39
15695,16125.5,21770.18558,15369.70324,13145.1
16995,14097.1,17877.89487,18255.08897,14626.68
27991,27070.73,27368.84683,36862.17465,29790.3
11895,11743.05,10556.01479,9849.096585,10257.19
14499,18084.9,16480.71498,15772.35012,15749.1
7991,12402.38,10771.6139,3892.62426,11510.3
14997,12916.69,10792.71946,14440.61843,11055.5
14883,13303.18,11233.21413,16512.82097,16973.83
39768,31511.97,48606.27956,54827.79367,33418.09
19994,12716.55,14333.35581,22108.05924,13897.4
21367,25197.91,25465.66957,21394.63034,19264.77
14950,22211.65,21672.30611,15375.55718,15656.3
25800,26760.22,22626.69155,27864.25882,20217.86
9993,11946.03,7493.143693,6376.288141,13053.74
5990,6394.78,2142.530078,4238.485261,6624.35
14995,25358.85,19129.27573,19953.50353,17961.26
14700,10894.04,9081.252061,17960.71745,11025.14
16470,21437.26,24330.2716,17670.21694,17695.73
21000,22876.01,18334.99448,21046.27105,20171.24
17995,22867.61,20932.25611,15148.70592,14401.88
17700,15199.07,20614.36946,17748.26871,18165.43
21998,25491.82,23961.266,22373.17466,20488.5
16995,30736.5,26912.79278,18336.96153,18576.76
25872,14218.6,18020.64536,26368.18887,23703.52
27625,32289.73,28081.89733,23536.69188,27643.29
24362,23180.98,24243.84906,23750.46017,22282.53
12495,16160.06,13652.57235,15743.40733,16134.45
14995,17444.71,19469.89391,15168.06993,13988.28
13900,10634.67,11719.60185,10770.50825,13305.3
78950,30617.24,24951.41224,56756.24612,58970.31
52999,24612.86,27049.13143,44463.26622,48338.44
28995,27780.48,22369.92508,26233.42663,24892.88
8999,10374.31,9108.677818,15982.96541,13218.56
14777,23242.46,20662.61927,13494.18749,15031.99
5995,10392.38,8716.981263,5448.598453,6106.24
21000,18971.63,23787.30883,24740.9577,23691.39
21626,21425.16,22144.32139,23734.05095,25824.61
93888,36550.59,97951.06594,88904.84771,34574.14
20998,19338.97,22482.25218,22748.06379,21821.71
11795,16757.52,14290.00438,10092.26203,12558.74
32690,38196.86,36410.8578,37284.06357,34499.02
18663,24732.52,27546.54599,20228.45183,20824.65
11479,15430.04,20252.52188,14890.8653,12546.92
20985,22815.54,24280.72554,25632.836,21877.49
10100,12707.73,9864.029401,5489.88945,9214.01
15400,24206.22,23475.6462,20352.20412,18644.21
18900,28230.29,24765.79667,18670.83797,18041.42
12497,21830.93,22569.42698,14015.43004,13249.69
18999,18945.94,22921.04502,21844.48123,20734.64
21274,18371.65,20624.46272,22374.02768,21311.61
13000,12789.77,16914.74805,13996.84245,14088.22
15999,12750.54,13775.56307,17151.35445,15978.64
16500,15832.69,16753.70892,16667.88516,14497.76
35900,15716.48,19220.51024,33515.41447,21927.22
16950,27908.91,27322.44999,24203.49445,26910.07
12300,20034.9,18219.11494,10169.75974,13394.45
22990,28480.02,25912.99856,24362.26458,21414.92
33999,36517.68,40358.78772,39987.4794,36123.57
14990,14629,17773.61935,17681.91009,16348.81
22949,27312.69,23182.57788,24000.2756,23797.88
16499,12242.42,17241.4289,19647.6718,13861.06
25900,24185.56,22476.45972,32189.33576,31594.83
7500,8137.63,8098.808295,6363.64001,6215.53
8388,10049.14,8565.888064,10622.73922,9914.73
14761,11907.55,9271.106736,13544.66156,12673.68
28991,47120.49,37976.91378,30546.21075,32496.87
33338,38329.18,37642.30233,32470.56996,34085.97
14495,25054.22,25009.96617,14609.30951,17368.44
14642,21033.01,19762.48712,15844.2832,17198.37
14900,13647.66,9321.308671,11719.75,12706.92
6000,12642.02,11286.3263,2609.45299,12344.51
17583,13376.49,11526.84347,18406.90275,13513.68
17995,17716.55,21075.65702,18856.6873,16888.74
10995,13632.12,8439.878813,6768.462411,11290.33
11500,16823.65,15237.09608,8804.426843,14926.74
13500,13297.66,15745.19981,11161.968,12265.38
21950,21932.71,15665.50885,24347.59202,20176.61
5200,5325.45,5903.558404,-189.8880218,5348.87
17889,21920.29,23708.44368,20948.93726,19593.68
12328,17472.82,15016.25056,15644.95951,28098.03
29000,33106.81,32052.47367,33209.24064,32530.23
18750,27799.51,24830.66306,21063.87205,24088.29
34488,31790.12,28348.91734,35484.07853,28816.08
51858,32405.45,25057.87508,50600.52602,49945.51
21995,24042.3,21677.09369,21362.09826,18337.87
8999,11345.76,21806.01719,8955.76045,9358.02
19986,20556.86,18370.55664,18457.1276,19851.7
7995,7926.37,4727.035301,9908.618624,12238.24
9988,9130.58,6082.456882,9826.249038,10844.23
20995,18736.77,21346.43946,22293.64261,20120.37
8165,22668.2,16730.20278,7993.993726,14353.55
9895,13064.91,18634.15193,9467.814364,12609.54
14270,17294.65,20923.25725,13647.46533,15090.52
12927,18335.76,14132.62373,11936.11597,11137.75
16437,14718.51,15819.47559,19634.79834,15389.96
28997,12957.28,18529.03143,28095.39893,28532.04
27500,35287.18,32391.00678,35573.70285,36473.3
32985,14880.89,18366.77234,26627.31967,25032.49
16400,15769.84,19722.53741,17841.92271,16441.95
13300,22987.58,16141.40001,14171.90308,14224.21
7891,7925.12,8007.828089,7533.793576,10654.39
8481,11688.01,11131.01204,5712.3906,9110.19
12995,21076.8,20668.92004,15081.11818,15152.09
26000,20484.3,21311.27898,27765.34836,28193.41
28839,18454.84,21015.27471,28154.91984,23550.41
11995,17738.01,18803.91758,16043.40655,15740.38
18550,15665.33,13502.74601,22309.31194,13453.46
12750,18403.02,17723.2534,12059.76883,12954.15
5381,8258.9,6489.273983,4134.216549,5420.07
14695,13066.98,12453.09683,11578.74205,11800.16
26988,18049.65,22049.37988,26497.47793,18162.68
17943,20063.86,22055.13401,17977.8606,16088.29
28500,15733.51,18632.80101,28368.38338,27315.51
14690,14888.65,15596.12834,14265.97094,13210.58
12400,14446.65,17932.9933,16081.85557,12685.88
12750,26391.38,22440.70469,13811.00772,13683.98
21495,19154.55,16260.10518,17828.69842,14206.52
18988,19043.88,15614.82519,17286.60766,12392.69
13795,18105.23,20942.72907,19600.00986,15179.28
99999,13618.46,15283.75675,13097.48166,12672.48
13888,15554.44,16524.09593,14633.13634,13838.39
18499,25526.61,21676.76798,21274.14185,19295.02
24400,23631.01,24873.6968,28348.67333,26466.55
15991,23602.41,26515.57746,16958.2075,15446.42
16900,11608.33,12554.12615,33288.74706,10213.47
6321,10649.81,8373.937462,-1276.437394,7920.36
36995,32545,33769.71833,33724.86316,40897.29
26219,25394.87,23517.61513,25842.91591,26160.4
13550,24193.06,23864.12665,17193.66668,17224.65
32500,18157.84,22087.42414,32278.15663,30061.69
12995,13310.93,12809.71657,16402.67789,9723.57
11993,15887.59,15148.3019,13913.3906,16444.19
28995,23681.13,23715.93965,25392.89938,22086.27
39994,37712.62,33906.51035,34685.10546,34894.53
20492,21620.69,25118.39757,22352.50157,21113.73
9882,16339,12147.65056,8476.863441,10204.31
7991,11530.12,9091.751183,6832.686263,7387.41
17300,18893.6,21044.07258,16343.74553,17199.67
25385,23420.89,21864.87328,28135.45702,30098.88
16733,24965.46,25746.6044,17525.64283,16705.29
14993,14698.96,17320.7859,15554.87827,15195.11
30490,58793.68,44541.94179,45481.78618,58647.69
12849,9161.92,10061.1491,18429.80854,18103.12
22560,23432.97,24631.57574,25176.3445,22930.51
13499,16412.18,19118.87598,17924.69388,12467.88
13186,14557.87,17904.96223,13758.83893,13851.66
13988,18079.74,18069.00562,14797.31822,12807.75
13990,13034.5,31202.12169,27844.45103,13029.86
16295,17667.08,13535.3598,14741.34119,12575.42
21999,18629.63,19439.78599,21823.18976,16757.62
66777,67792.51,48512.73751,49838.45799,53426
13000,17709.23,19977.19101,16879.7802,22314.45
30965,26013.22,22213.175,31788.98645,29972.54
18055,18087.56,17712.76917,18394.62045,17301.93
18200,24626.71,27100.63317,17536.30867,18344.96
29500,22470.29,22038.46861,26792.75286,27497.83
13500,19163.87,17905.4533,12562.43222,15276.07
11000,21370.98,16528.29207,13378.64538,15399.45
8648,12468.32,12482.5925,6526.448218,9398.33
32860,33923.57,37501.45439,39272.00909,41168.87
36690,21758.51,21786.3203,31959.5454,27113.88
2990,11679.37,11357.16642,6154.130964,6619.4
25997,31872.15,26848.53767,27956.15443,27413.69
15900,21242.97,23498.93649,20609.4851,17550.34
14991,19102.75,15895.13015,21206.48205,16137.21
16900,26886.68,26445.53968,17897.15599,20146.15
21995,17575.52,24509.00003,26670.20692,16669.06
4100,9616.8,4306.986056,4288.406135,7710.47
19992,20549.86,22333.43986,18148.96035,15492.81
20391,19644.59,21711.99885,22129.3574,18241.55
16997,22631.59,18294.11318,16617.27273,13521.66
34989,23285.72,24280.57888,35230.76921,31531.09
29900,36678.76,32407.53501,30724.33859,33851.65
19900,21369.39,17740.53694,22560.48744,18298.44
9881,16760.01,14266.25123,11704.96705,11438.67
20058,10360.61,13258.24802,14927.98523,13428.87
28900,35864.48,29734.72637,26992.92664,29052.76
10995,16666.78,13463.31431,15853.55066,13232.52
32499,47374.65,44966.27391,46605.86057,47710.59
18370,14741.93,17438.09868,17192.75985,12794.25
20990,20557.5,23506.71588,19949.26998,18519.89
4455,7060.02,7926.86517,1249.245251,6120.32
23895,14125.68,18002.10865,23944.05318,22568.12
21622,8571.81,10348.28089,21510.59795,16533.81
40991,35948.78,28518.65467,40156.42388,38652.32
9751,14867.32,17124.50451,13694.99668,11163.19
18490,16205.51,18846.75501,19025.74814,16322
13994,20667.66,16636.34511,11870.79839,12544.49
35991,36754.87,33852.39931,35778.66688,37943.71
11977,15122.48,16542.43243,13329.12498,14034.11
31995,38940.55,33251.33174,32323.21954,37678.63
44895,19429.51,21003.76998,47370.84986,45689.35
18500,25361.67,24410.5398,20465.14418,19168.09
43249,46489.2,37050.42674,36761.76261,45438.54
17833,14665.53,15744.33714,12994.72671,14107.04
23900,12083.1,14474.11205,25186.23659,20386.81
11324,17063.73,22755.83427,14279.74865,11789.36
39999,28727.46,31609.82596,35100.98972,37199.61
26955,34096.83,30804.73025,29502.11434,33690.37
5900,8932.03,11293.98842,4761.751071,7979.12
10995,10402.69,7594.475214,16888.2416,12510.3
10800,12591.6,12185.26823,12046.35104,11453.7
32995,20752.77,23787.0542,31782.74211,27047.24
19888,15766.76,16372.99453,14558.35441,14349.36
25495,24574.8,31226.20955,22819.83795,23498.84
17500,20895.18,22611.71365,22431.03251,16887.86
26272,28448.93,26529.20552,23538.35708,22023.69
10995,12141.76,18252.25325,12602.73003,10412.51
29997,17157.54,17207.07548,39033.45445,14172.49
20400,16020.65,18266.3641,18865.30125,19961.29
26526,26324.67,27718.71923,23280.48297,23249.3
10051,18674.12,15074.92065,11296.101,13791.39
16733,9011.05,12157.1188,12641.60251,12211.35
11500,20510.62,21385.06716,11830.12899,12066.96
49999,47241.21,40644.08867,42692.91041,45232.12
26035,34408.4,26519.51403,30643.4073,27724.98
13991,24754.62,17253.97298,12460.13961,12848.5
17727,20422.43,27026.00625,20721.51501,20125.64
10000,12706.57,12936.31122,11179.55584,11916.74
28995,25473.87,24025.6358,27107.99313,24456.9
11400,15641.56,19903.2509,15415.91868,13817.83
6000,7513.03,5484.589622,3601.553785,4987.14
12500,21256.31,22003.85988,13885.94358,15674.72
13995,18444.88,21025.63122,17082.59456,16720.59
29998,30231.88,27595.05749,23305.57509,23173.91
22995,17134.04,19602.55518,21965.75152,18251.61
14690,25856.55,22769.828,17755.58569,15068.75
22995,18290.45,25140.85633,25698.48112,21920.49
46298,38717.94,31998.47397,44168.33209,51257.66
49864,32616.84,29858.72391,36446.67225,32018.22
14289,17671.2,21076.70034,18603.31023,17862.33
29682,24949.59,26827.49888,33723.61641,35791.58
8995,9415.32,6542.429753,4231.023667,11394.33
13980,16681.07,13611.82697,14990.66522,12660.26
10842,14916.15,16783.88744,13833.64063,12640.17
14497,19045.16,20948.6115,17747.18706,14428.79
37998,15286.6,18253.8596,36588.4568,36211.59
16000,17936.8,18759.94546,16294.28801,18915.4
22990,15348.24,17885.438,22991.64139,22949.17
6295,14638.26,11755.27187,2421.262738,9043.33
36900,36158.23,35450.59869,35305.60286,34513.32
8900,9959.84,8590.281444,8548.86043,9264.3
37996,24369.44,30085.37924,37699.34863,45159.1
20800,17230.27,20718.73301,28276.86614,11336.9
7500,11171.03,7154.795678,5714.423332,6849.21
26170,51618.26,32590.75287,29475.17118,29507.93
12880,28557.05,14747.19875,13376.85597,21528.43
19900,19663.16,22344.14766,20984.40573,18714.61
9995,10005.29,16256.29211,9526.670141,6112.04
13287,20846.97,19056.1501,12346.7633,16145.51
21998,24611.83,24545.33763,26984.47923,26551.95
19995,23570.25,26097.23051,15462.10641,15811.38
13995,15916.18,22327.31278,16329.14351,14322.27
54497,32848.46,27386.10349,41484.90755,27253.48
39750,37792.48,34759.54336,35191.56066,33590.43
12910,19359.78,12372.17942,16505.4111,17473.94
33900,27653.15,23932.22529,28334.60522,23300.94
19988,21984.34,23955.81748,21303.53455,20895.2
21350,23166.55,25360.68444,28394.01596,21667.79
9900,12961.16,12562.24475,12209.11561,12677.95
14203,16571.75,19292.92126,12522.71317,11578.12
20977,20435.09,17486.05627,18337.86391,16990.15
15966,11143.01,13200.94139,16543.06765,13239.14
6499,12631.29,7354.770064,3990.501951,12118.76
10867,15646.06,17766.82977,11610.02332,11110.42
13495,16758.09,10929.74495,12665.43009,11755.51
23200,22178.27,25388.09865,26563.00695,22753.1
32974,25040.16,24798.49532,32506.77418,23727.79
26899,46586.64,36051.48747,38022.10699,41065.57
14294,17799.2,19613.26741,15918.46582,18084.74
13000,14388.76,11408.51015,7841.049559,12120.67
23888,19239.86,24131.59131,24101.61256,23739.41
12712,5528.27,4611.514801,13012.99173,15977.5
21988,24042.63,23026.53779,22057.73386,20163.91
38495,26293.25,28326.0559,36119.15719,38225.31
34993,38362.13,33242.77973,35676.11527,38742.72
34299,43151.59,33330.15239,30753.53737,38742.66
30500,36151.1,30901.17488,33509.70803,34468.44
20334,26225.82,27582.84329,25299.21785,23056.47
27978,31494.41,34168.71252,29024.9554,32196.06
47772,32622,31510.86912,45821.32334,41606.68
12799,14844.13,11560.37009,11539.8899,10014.91
44300,33669.89,33272.56925,42048.26368,34084.63
3991,5085.47,-1894.561708,1341.414065,4939.8
13782,18580.28,15349.35963,10202.83426,13703.16
5495,10022.16,14878.5037,4558.055103,6002.75
9990,13709.41,19655.32797,9879.42842,11409.52
19995,18178.23,24856.10688,17303.67852,17442.63
27889,27562.95,23600.00132,27217.62635,27117.37
12991,15317.34,16767.92241,12657.37287,11884.76
16950,21330.19,16861.51243,16513.91515,16181.35
39997,23099.69,24144.98506,42490.66074,39222.28
12970,19312.31,19800.1624,12918.1727,12415.66
49000,56627.84,46342.54368,47302.85341,60671.68
26991,37342.25,33644.13901,20889.01633,21970.11
17483,20640.44,16874.40187,16952.52567,16743.61
14995,16333.82,13650.85981,13705.77314,15287.3
21997,25863.66,25009.73328,26676.47596,34869.77
3999,10503.73,5759.378732,4424.875057,6477.64
12980,13429.14,13013.00655,9158.527922,13247.08
22500,25580.66,25241.74596,27150.05789,27150.11
29995,25062.53,22958.00621,34860.04708,23555.16
14999,19766.58,23464.8351,17193.44188,16118.58
18975,15660.65,18958.61142,13372.2706,16045.44
14999,11236.99,10122.31617,16905.55374,12549.84
15995,16984.99,15009.27845,13265.57857,13338.24
22196,14167.42,12400.09538,22804.20107,21130.66
15700,25983.13,25175.35841,16311.87466,22394.86
14995,22586.18,23134.41739,17620.12397,18016.22
12995,23707.4,18363.4926,19648.18588,18653.86
14498,22434.14,16725.7467,12178.96907,13878.28
41490,37231.75,33337.93688,43169.13129,47161.65
38883,28656.22,22732.39926,34084.80599,26842.82
20750,24920.77,23091.54409,23739.19393,23476.78
32993,29916.21,27134.25423,31146.18425,29547.88
13980,16622.12,16898.24805,14887.89775,17616.06
18990,25299.09,28405.87355,21323.62153,19539.54
32500,27702.04,30184.58528,27204.57843,27072.94
19785,19508.19,19973.91429,21459.826,20750.68
14495,7936.99,10244.57114,11106.62978,11098.02
40995,44114.1,38723.85941,36646.65758,37153.66
18986,19248.23,22778.82671,16858.55539,17124.44
11990,10524.24,11297.97355,8405.869708,11442.8
13990,10802.43,11512.85237,14478.26701,10458.42
13888,16962.28,19424.1345,15810.80689,14758.58
2890,11477.93,1079.080303,6530.3852,5219.59
58888,55992.37,46440.58975,46870.02839,55106.93
28404,35478.9,27280.41249,34570.22864,30542.26
26995,19162.8,26824.21618,28254.36085,18988.4
13995,11084.43,19152.38159,16225.63196,13092.04
16488,23648.65,23751.16878,15715.7718,18144.27
26987,22424.31,28458.40191,27472.76647,28191.4
16000,22601.18,20194.33625,17846.0221,18488.97
20250,16779.01,19732.48831,18133.71208,19621.51
28599,16198.69,17505.13113,31936.97822,25485.69
29822,27434.33,28914.91522,30345.62687,26232.52
12991,24408.86,22359.84175,13682.87411,12095.77
5704,7774.85,2277.730817,3842.728528,8736.54
36999,36998.9,35926.26407,36028.8436,35102.97
2500,7694.45,-3174.431283,-5277.231341,5270.31
21300,29935.21,29276.82097,24992.45815,28513.22
30395,41688.64,33129.07913,29923.42863,32052.51
23985,17774.78,15504.67501,26197.34177,25628.13
11385,14619.29,22295.5933,11638.93376,11317.39
41991,32097.27,32777.31302,35408.3418,34694.96
14942,11837.07,16467.51287,14362.21907,12806.24
19295,19117.97,24162.37775,24011.80788,18179.9
3650,8372.75,5777.238851,-2589.824508,4283.65
47000,42927.65,43179.45227,43194.84817,44142.01
74688,80743.6,66732.59099,66616.94273,82118.68
14999,18950.65,19811.95011,17212.25937,16296.41
12000,25121.11,23562.24669,14047.64813,13532.29
14999,13896.56,8688.727201,16565.23393,14287.82
17600,24773.77,26370.85637,17820.9795,17649.64
12940,19343.83,16676.43845,12168.53306,14988.86
17994,18871.32,20445.72983,17134.75646,17338.16
18922,18838.01,21190.25683,19226.95691,17034.23
15495,22869.32,16889.22173,17266.00813,15754.97
27152,28641.08,28953.36568,30391.98572,25166.52
14995,20788.01,19089.53344,12927.79026,14964.23
19990,25616.66,21061.12031,23256.64212,18876.91
10777,9347.49,7317.499305,11276.85076,10117.63
13783,22691.46,16911.14661,16159.54405,13231.91
11621,20272.35,20196.95229,11653.91653,12248.69
36499,37819.97,35532.37825,34985.48904,35486.98
11998,18857.37,14042.88212,9007.150075,12489.18
13495,9412.04,10321.63629,14868.64279,12170.39
16999,13982.04,12354.07604,14614.22515,14441.72
13500,12549.41,13050.95272,9006.496747,14539.92
32398,33821.23,35600.84732,36871.09112,37142.4
10995,19296.3,20652.15466,11693.19937,12256.81
10343,17112.59,11085.28744,9609.361037,14073.16
13425,16321.29,14224.65396,11956.09289,14487.72
10995,15619.76,19524.59286,13191.16088,14031.63
16500,18018.39,14240.82863,12415.6058,14209.53
14995,19587.23,22603.09365,20923.78732,19608.98
37799,34449.16,30458.15401,28102.48752,34426.15
36999,39769.69,37915.62395,35948.59156,37460.36
12995,8926.87,8735.228159,15269.87052,12437.55
38980,21581.22,19918.28065,31752.94467,20061.73
14598,14304.8,16228.96678,22133.34735,18474.18
11995,12133.51,10339.89717,10476.30374,10053.38
21618,22539.24,26811.89097,21689.58532,21841.83
11997,13338.61,15661.94236,10981.93652,13013.1
24691,23850.38,28039.82084,23686.10595,24402.8
41595,43819.31,36290.49633,40194.8212,38444.19
17295,18681.44,19378.88819,15300.29394,14549.38
18684,17689.9,15287.84505,19027.11372,19317.53
28391,28531.3,30477.43455,31809.27441,30568.91
23982,23687.64,35218.7152,33733.10528,21511.32
43999,18081.21,15145.56532,40548.68373,15642.97
16884,16113.93,22261.12814,19452.99256,17224.86
22457,30007.35,31260.78225,21540.00063,21320.44
15777,20222.06,20320.47748,16450.10564,16419.08
8975,12225.44,12578.14375,10110.87835,10908.77
24439,18259.8,21669.92037,28157.67674,25165.52
13998,14946.58,14947.2517,12371.04045,13959.23
43963,20324.56,31556.88372,42618.89259,30179.12
16999,15168.91,11935.08218,15465.51303,12507.9
4197,11056.35,4798.852564,2317.750082,5008.21
13606,16546.69,19957.60106,17203.00262,11778.43
16025,24488.58,27001.1995,16626.45418,16321.86
12990,32611.67,25000.81524,14429.9296,15775.69
17249,14901.27,16964.76166,18339.64368,17919.02
81888,59925.15,47529.78917,49140.51771,60139.02
21500,14103.7,16411.41003,24255.3128,20923.11
7995,17164.39,14049.96722,5886.279917,8939.16
19788,23308.7,24215.0085,21893.4591,20263.16
32300,35900.96,36440.71502,37378.85699,36965.63
34999,39608.65,35083.81577,35177.98723,36060.9
32999,35243.4,32421.83319,34358.24595,33876.66
32836,29246.24,32269.14887,32692.51261,32865.57
11995,13386.9,16645.01509,11376.32986,10455.81
21995,18894.91,23785.23121,20559.58888,20529.07
19999,33831.95,27178.59567,18600.6577,19871.41
34777,50774.89,45222.08936,47025.48072,54353.14
23572,57529.89,27881.47036,22956.85328,25365.32
